Label,Message
1.0,wednesday number august number number number pm robin lynn frank wrote wednesday number august number number number pm brian mcnett wrote also little haiku copyrighted work habeas sue must sue protect copyright since trademark well double whammy habeas pretty high powered legal people gladly go town violator whole point give legal leverage need put spammer business block mail allow thing really spam spammer forge header must way tracking spammer since planning making money spam court would consider evidence spammer another question give man match warm minute set fire warm rest life icq number advanced spam filtering software url url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,wed number aug number matthew cline wrote must way tracking spammer since planning making money spam many spammer make money response spam selling service spamming behalf someone else might track whoever paid mailing tracking actual sender might difficult even manage recover damage buyer stopped spammer benefit strictly habeas recipient spam main problem whole scenario pain habeas gain likely held liable least likely really serious abuser url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,update cvsroot spamassassin spamassassin directory usw pr cvsnumber tmp cv servnumber modified file tag bnumber number number configure url log message netbsd support patch klaus heinz bug number index configure rcs file cvsroot spamassassin spamassassin configure v retrieving revision number number number number retrieving revision number number number number diff b w u rnumber number number number rnumber number number number configure number aug number number number number number number number number number configure number aug number number number number number number number number number number number number number cat conftest ac ext eof line number configure include confdefs h include sys type h include sys socket h int main printf shut rd return number return number eof eval ac cpp conftest ac ext number number egrep shut rd dev null number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest shutrd yes else echo configure failed program number cat conftest ac ext number rm rf conftest shutrd fi rm f conftest rm f conftest fi number number number number echo ac n checking socket lsocket ac c number number echo configure number checking socket lsocket number echo configure number checking socket lsocket number ac lib var echo socket socket sed p eval test echo ac cv lib ac lib var set set echo ac n cached ac c number number number number number number ac save libs libs libs lsocket libs cat conftest ac ext eof line number configure line number configure include confdefs h override gccnumber internal prototype avoid error use char int might match return type gccnumber number number number number socket return number eof eval echo configure number ac link number number eval ac link number number test conftest ac exeext eval echo configure number ac link number number eval ac link number number test conftest ac exeext rm rf conftest eval ac cv lib ac lib var yes else number number number number fi echo ac n checking connect linet ac c number number echo configure number checking connect linet number echo configure number checking connect linet number ac lib var echo inet connect sed p eval test echo ac cv lib ac lib var set set echo ac n cached ac c number number number number number number ac save libs libs libs linet libs cat conftest ac ext eof line number configure line number configure include confdefs h override gccnumber internal prototype avoid error use char int might match return type gccnumber number number number number connect return number eof eval echo configure number ac link number number eval ac link number number test conftest ac exeext eval echo configure number ac link number number eval ac link number number test conftest ac exeext rm rf conftest eval ac cv lib ac lib var yes else number number number number fi echo ac n checking accept lnsl ac c number number echo configure number checking accept lnsl number echo configure number checking accept lnsl number ac lib var echo nsl accept sed p eval test echo ac cv lib ac lib var set set echo ac n cached ac c number number number number number number ac save libs libs libs lnsl libs cat conftest ac ext eof line number configure line number configure include confdefs h override gccnumber internal prototype avoid error use char int might match return type gccnumber number number number number accept return number eof eval echo configure number ac link number number eval ac link number number test conftest ac exeext eval echo configure number ac link number number eval ac link number number test conftest ac exeext rm rf conftest eval ac cv lib ac lib var yes else number number number number fi echo ac n checking dlopen ldl ac c number number echo configure number checking dlopen ldl number echo configure number checking dlopen ldl number ac lib var echo dl dlopen sed p eval test echo ac cv lib ac lib var set set echo ac n cached ac c number number number number number number ac save libs libs libs ldl libs cat conftest ac ext eof line number configure line number configure include confdefs h override gccnumber internal prototype avoid error use char int might match return type gccnumber number number number number dlopen return number eof eval echo configure number ac link number number eval ac link number number test conftest ac exeext eval echo configure number ac link number number eval ac link number number test conftest ac exeext rm rf conftest eval ac cv lib ac lib var yes else number number number number ac func socket strdup strtod strtol snprintf shutdown echo ac n checking ac func ac c number number echo configure number checking ac func number echo configure number checking ac func number eval test echo ac cv func ac func set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h system header define stub macro hopefully prototype conflict char ac func number number number number return number eof eval echo configure number ac link number number eval ac link number number test conftest ac exeext eval echo configure number ac link number number eval ac link number number test conftest ac exeext rm rf conftest eval ac cv func ac func yes else number number number number echo ac n checking h errno ac c number number echo configure number checking h errno number echo configure number checking h errno number eval test echo herrno set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h include netdb h int main printf h errno return number return number eof eval echo configure number ac compile number number eval ac compile number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest herrno yes else number number number number echo ac n checking optarg ac c number number echo configure number checking optarg number echo configure number checking optarg number eval test echo haveoptarg set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h include getopt h int main optarg char numberl return number return number return number eof eval echo configure number ac compile number number eval ac compile number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest haveoptarg yes else number number number number echo ac n checking addr ac c number number echo configure number checking addr number echo configure number checking addr number eval test echo inaddrt set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h include sys type h include netinet h int main addr foo return number return number eof eval echo configure number ac compile number number eval ac compile number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest inaddrt yes else number number number number echo ac inaddrt number number test inaddrt echo ac n checking addr ac c number number echo configure number checking addr number echo configure number checking addr number eval test echo ac cv type addr set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h include sys type h stdc header number number number number echo ac n checking inaddr none ac c number number echo configure number checking inaddr none number echo configure number checking inaddr none number eval test echo haveinaddrnone set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h include sys type h include netinet h int main addr foo inaddr none return number return number eof eval echo configure number ac compile number number eval ac compile number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest haveinaddrnone yes else number number number number echo ac n checking ex max ac c number number echo configure number checking ex max number echo configure number checking ex max number eval test echo haveexmax set set echo ac n cached ac c number number else cat conftest ac ext eof line number configure line number configure include confdefs h ifdef sysexits h include sysexits h endif include errno h int main int foo ex max return number return number eof eval echo configure number ac compile number number eval ac compile number number eval echo configure number ac compile number number eval ac compile number number rm rf conftest haveexmax yes else index url rcs file cvsroot spamassassin spamassassin url v retrieving revision number number number number retrieving revision number number number number diff b w u rnumber number number number rnumber number number number url number aug number number number number number number number number number url number aug number number number number number number number number number number number number number ac cache check shut rd shutrd ac egrep header shut rd sys socket h ac try compile include sys type h include sys socket h printf shut rd return number shutrd yes shutrd shutrd test shutrd yes ac define shut rd number number number number ac cache check addr inaddrt ac try compile include netinet h ac try compile include sys type h include netinet h addr foo return number inaddrt yes inaddrt number number number number ac cache check inaddr none haveinaddrnone ac try compile include netinet h ac try compile include sys type h include netinet h addr foo inaddr none return number haveinaddrnone yes haveinaddrnone number number number number ac cache check ex max haveexmax ac try compile include errno h ac try compile ifdef sysexits h include sysexits h endif include errno h int foo ex max return number haveexmax yes haveexmax url email sponsored jabber world fastest growing real time communication platform im build url spamassassin commits mailing list spamassassin commits url url
1.0,db based whitelist use bare mean deprecated lib mail spamassassin html pm line number use bare mean deprecated lib mail spamassassin html pm line number unquoted string hmm could check installation char version j url email sponsored jabber world fastest growing real time communication platform im build url spamassassin devel mailing list spamassassin devel url url
1.0,matthew cline matt nightrealms com writes must way tracking spammer since planning making money spam court would consider evidence spammer another question haha note difficult find prosecute win money someone various non friendly country spam originates china good example even officially respect copyright law law suit take time conclusion first court case could year spam mail box contact information change phone number po box stolen cell phone temporary email address etc spammer always remember include contact information understand either nobody said bright also spam non commercial sent third party example pump dump stock scam contact information strictly required spammer get way dan url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,wednesday august number number number number pm robin lynn frank wrote spammer forge header header forgery trivially easy detect main way spammer hide originating ip forging header sending open proxy server used spammer used open relay mailserver often betray originating ip proliferation open relay blocklists introduction port number blocking part many isps make open relay unattractive spammer one would think combination forged habeas swe mail sent anonymizing open proxy would fairly good indication spam tracking spammer meatspace location difficult might think legal recourse subpoena record b url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,wednesday august number number number number pm daniel quinlan wrote note difficult find prosecute win money someone various non friendly country spam originates china good example even officially respect copyright law lot spam appears originate china even lot advertises website hosted sent done benefit company based u spam often appears originate coming open http squid proxy server hosted spammer persona non grata u isps one hardly need involve chinese government case u citizen violating u law law suit take time conclusion first court case could year spam mail box first court case actually concluded year ago include many legal precedent used protect right isps block mail terminate service spammer contact information change phone number po box stolen cell phone temporary email address etc surprising much information find current whereabouts long time spammer like alan ralksy detroit michigan ralsky guy even give interview news medium connect specific corpus spam street address well known ralsky prime candidate lawsuit state anti spam law thomas cowles another long time spammer last heard jailed stealing computer equipment business partner eddy marin also long time spammer heard poplaunch right spammer always remember include contact information understand either nobody said bright also spam non commercial sent third party example pump dump stock scam contact information strictly required spammer get way back working map flap pump dump spammer rodona garst seems open file share laptop forged wrong domain real owner hacked posted private information website oh look still including nude photo url recall well sec interested confirming validity information found online interesting conversation summer sec released following url yes investigation took two year financial penalty operating pump dump scam small wheel government grind slow grind fine indeed b url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,spam assassin mailscanner working smap deleted rather forwarded changed spam action conf default delete still sending recipient thanks ken url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,wednesday number august number number number pm daniel quinlan wrote matthew cline matt nightrealms com writes must way tracking spammer since planning making money spam court would consider evidence spammer another question haha note difficult find prosecute win money someone various non friendly country spam originates china good example even officially respect copyright law sa filter could configured ignore swe mark appears come china spammer always remember include contact information understand either nobody said bright also spam non commercial sent third party example pump dump stock scam contact information strictly required spammer get way sa could also configured swe mark ignored message look like third party spam like stock scam course would still mean u n going invade america spam swe would get probably also need ignore swe message look like nigerian scam give man match warm minute set fire warm rest life icq number advanced spam filtering software url url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,guy habeas infringers list hil exists explicitly deal spammer getting judgment especially country judgment harder get please note nobody ever incentive go regular spammer yes attorney general prosecuted blatant pyramid scheme isps theft service suit vast majority spammer go forward legal hassle understand daniel assert track spammer never really tried subpoena record business spammed behalf subpoena record isp provided service credit card used whack mole account use private investigator yes people often lowlife chickenboners secret agent trying make buck habeas whole business finding putting business habeas incentive pursue spammer use warrant mark way one ever given whole business plan relies habeas becoming synonymous spam understand would assume ahead time unsuccessful plan failure remove potential success anti spam filter like sa acting habeas warrant mark daniel easy enough change habeas score installation habeas fails live promise license warrant mark non spammer place violator hil doubt justin craig quickly remove u next release trying kill habeas chance show promise end day spamassassin like club encourages thief spammer go next car without sa rather habeas play role lojack transmitter enabling apprehension thief steal car given chance succeed dan dan kohn mailto dan dankohn com url tel number number number number original message daniel quinlan mailto quinlan pathname com sent wednesday august number number number number matthew cline cc spamassassin talk url subject satalk habeus matthew cline matt nightrealms com writes must way tracking spammer since planning making money spam court would consider evidence spammer another question haha note difficult find prosecute win money someone various non friendly country spam originates china good example even officially respect copyright law law suit take time conclusion first court case could year spam mail box contact information change phone number po box stolen cell phone temporary email address etc spammer always remember include contact information understand either nobody said bright also spam non commercial sent third party example pump dump stock scam contact information strictly required spammer get way dan url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,wed number aug number number number number number brian mcnett bmcnett radparker com wrote first court case actually concluded year ago include many legal precedent used protect right isps block mail terminate service spammer yeah would different case relating copyright infringement isp blocking mail lars hansson url email sponsored jabber world fastest growing real time communication platform im build url spamassassin talk mailing list spamassassin talk url url
1.0,newcomer wrote new user hopefully sa run compilation error prevent installing rather picking code thought avoid reinventing wheel ask run make get following cc error spamd spamc c line number declaration addr linka ge prior declaration scope line number number file usr inc lude sys type h nolinkage typedef unsigned long addr base type internet address worry warning fix error edit spamc c right line say define ex max number add defined osf extern char optarg typedef unsigned long addr base type internet address endif adding two line start rick url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,section spamassassin raw spamassassin raw snip numberd numberd numberd numberd numberd numberd numberd snip number number number number snip cv put modify copy file disk someone check change pull update cv figure merge change checked change line file one next section checked must noticed warning message conflict cv gave update c flag next file cv listed file pulled sidney url email sponsored thinkgeek welcome geek heaven url spamassassin devel mailing list spamassassin devel url url
1.0,danq think would make sense start habeas le danq aggressive score one give spammer quick path danq everyone inbox seen evidence danq system work increase magnitude score better yet let ga figure correct score obviously take awhile since acquire enough message give good idea presence habeus header good spam indicator guess habeus probably succeed taking thing topic habeus charge license fee organization want use copyrighted material sole revenue stream come legal judgement one hand charge license fee worry time got tough somewhat le critical organization call spammer today order generate license fee worry pendulum would swing way go legitimate business attempt generate revenue judgement court settlement either way seems like interesting tightrope walk skip montanaro skip url consulting url url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,dan kohn dan dankohn com writes guy habeas infringers list hil exists explicitly deal spammer getting judgment especially country judgment harder get concern stem failing understand business intended work concern lack empirical evidence reduce amount uncaught spam please note nobody ever incentive go regular spammer yes attorney general prosecuted blatant pyramid scheme isps theft service suit vast majority spammer go forward legal hassle understand daniel assert track spammer never really tried please misquote assert track spammer said difficult find prosecute win money someone various non friendly country spam originates china good example even officially respect copyright law understand incentive pursue spammer directly translate le spam sent inbox indirect effect magnitude effect may sufficient counteract ease number score mark allows spam avoid tagged spam daniel easy enough change habeas score installation habeas fails live promise license warrant mark non spammer place violator hil doubt justin craig quickly remove u next release trying kill habeas chance show promise think worked sa enough understand localize score comfortable using spamassassin vehicle drumming business expense user base think would make sense start habeas le aggressive score one give spammer quick path everyone inbox seen evidence system work increase magnitude score dan url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,think worked sa enough understand localize score comfortable using spamassassin vehicle drumming business expense user base exactly think spamassassin always conservative adding unproven rbls think would make sense start habeas le aggressive score one give spammer quick path everyone inbox seen evidence system work increase magnitude score say start zero score put number cv rule test like unproven rule score based actual result promise corpus yet contain single non spam spam message habeas mark based impress impress ga either rule exactly statistic dropped sa right see different michael moncur mgm url url furious activity substitute understanding h h williams url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,urban boquist wrote run spamassassin message url seems hang memory usage go numbermb stay let run hour killed pentium ii number yes know bit slow still anyone else confirm hang maybe upgrade run sa mail large people tend ignore mail larger numberk spamassassin processing kill performance known issue parsing html parsing stuff much improved number number soon release nothing likely fixed number number perhaps number number though matt url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,urban boquist wrote hi matt thanks quick reply matt run sa mail large would fine understood find anything sa documention mention kind upper limit size message put user prefs file run sa procmail btw imagine procmail would able check size message handing sa exactly numberfw number spamassassin p url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,update cvsroot spamassassin spamassassin directory usw pr cvsnumber tmp cv servnumber modified file tag bnumber number number procmailrc example log message added length limit sample procmail recipe index procmailrc example rcs file cvsroot spamassassin spamassassin procmailrc example v retrieving revision number number retrieving revision number number number number diff b w u rnumber number rnumber number number number procmailrc example number aug number number number number number number number procmailrc example number aug number number number number number number number number number number number number number pipe mail spamassassin pipe mail spamassassin unless numberk spamassassin take long time process large message numberfw number spamassassin move caughtspam mbox tagged spam url email sponsored thinkgeek welcome geek heaven url spamassassin commits mailing list spamassassin commits url url
1.0,thursday number august number number number cet mike burger wrote check find immediately numberfw number spamassassin p work perfectly sorry pest using sa via spamc spamd global etc procmail file wondering would also work fashion spamc skip every file bigger numberk got command line switch change value hurt course use procmail limit malte coding art url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,urban boquist wrote seems hang memory usage go numbermb stay let run hour killed pentium ii number yes know bit slow still anyone else confirm hang maybe upgrade environment sa number number perl number number running netbsd number numberf version number number cv today netbsd inumber number number number athlon number aug number number number number silence spamd number processing message number numberanumber groda boquist net kh number expecting number byte aug number number number number silence spamd number clean message number number number number kh number number second number byte resident size numbermb according top ciao klaus url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,bart schaefer said topic rest discussion amavisd incarnation mimedefang several mta plugins reject smtp time message score higher threshold often number argh fps must gigantic new release start scoring spam higher number number better zero fps filter would drop threshold number well point aim rescoring algorithm spam hit number number higher u good mean fp lot harder recover using compensation rule spam hit higher way scoring work code effective spread range score correctly optimise hit number threshold j url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,thu aug number number number number numberam number clayton nik wrote uppercase rule tested message non english character set message mime encoded way getting lot false positive japanese mail think encoding responsible triggering rule like justin said fixed cv dan url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,justin mason jm jmason org number number number number number number number well point aim rescoring algorithm spam hit number number higher u good mean fp lot harder recover using compensation rule agreed always thought value number best value number understand initially spammy score included believe algorithm purely symmetrical non spammy negative value also balancing spammy positive value like sa today anything positive would spam anything negative would non spam guess exactly zero grey today choice number add offset think cause people assume thing work differently bob
1.0,jm url justin mason writes btw tried tweaking score lint rule complained negative ruined result worth hand tweaking bit case counter intuitive combinatorial effect like careful tweaking run log c evolve c check new hitrates afterwards tendency say tweak dan
1.0,nanananana c friday august number number number number justin mason wrote look like algos flexible enough craig win
1.0,daniel quinlan wrote dq release great someone could test dq additional score range maybe lower fps bit think much room lowering fps left ga achieve remember also awl reduce fps effect factored ga score work currently done ga comparing different method score setting worthwhile extremely useful however really ought get release since number number getting decreasingly useful time go fp fn rate number number pretty well score setting mechanism better number number continue adjusting score set number number number number branch dq something like dq dq low number low number low number dq high number high number high number dq evolve could allow low high evolved ga within range enormously surprised end low number high number since give ga broadest lattitude setting individual score issue fixing low high one optimization rather one human based concern individual score larger number dangerous liable generate fps individual score le number dangerous liable forged generate fns dq maybe even add nybias loop adding nybias loop worthwhile changing nybias score alter evaluation function idea fp fn ratio dq afaik nothing major hanging waiting checked dq bnumber number number dq dq nope great dq im today tomorrow monday cranking dq next deersoft product release fun one hit dq dq dq aim hughnumberscr dq icq number dq msn craig url dq yim hughescr dq dq hanging irc url spamassassin dq timezone difference get way though searching guess detail channel got lost shuffle c
1.0,thu number aug number rick beebe wrote cc error spamd spamc c line number declaration addr linka ge prior declaration scope line number number file usr inc lude sys type h nolinkage typedef unsigned long addr base type internet address worry warning fix error edit spamc c right thanks posting tip problem compiling trunumber took care make install got error lock f etc mail spamassassin url cp rule url etc mail spamassassin url sh syntax error line number unexpected exit number stop appears come inst cf part makefile copy url etc mail spamassassin makefile bracket around f test show idea jim james h mccullars phone number number number director system operation fax number number number computer network service internet mccullj url university alabama huntsville huntsville al number space rent cheap url email sponsored thinkgeek welcome geek heaven url spamassassin talk mailing list spamassassin talk url url
1.0,mon sep number number number number numberpm number justin mason wrote razor vnumber supported fully grrr changed code url url wrt razor pointer mail spamassassin debug whereas mail spamassassin debug enabled submitting bug patch shortly randomly generated tagline driving number everything construction
1.0,folk seem hardcoded honor default catalogue server three catalogue server running honor acting nomination server tonight completely turning catalogue support honor specifying honor r option please take let agent discover closeby catalogue server cheer vipul vipul ved prakash future software design artist widely distributed url william gibson url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,know week catalogue hokey changed back discovery see people using honor original message vipul ved prakash mailto mail vipul net sent thursday august number number number number pm razor user url subject razor user honor csl folk seem hardcoded honor default catalogue server three catalogue server running honor acting nomination server tonight completely turning catalogue support honor specifying honor r option please take let agent discover closeby catalogue server cheer vipul vipul ved prakash future software design artist widely distributed url william gibson url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,recipe using razor sendmail unfortunately get procmail hosting full access sendmail alias list anyone point doc find anything razor doc julian bond email msm julian bond url webmaster url personal weblog url cv resume url number number number number number number number number number number url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,recently installed razor vnumber number started using finding necessary whitelist lot mailing list yahoogroups whitelist address person making post whitelist another field modify code wonder someone careful submission bad mailing list drop bad mail address become trollboxes time employee left company three year ago eligible become trollbox figure three year bounced mail list figured fox url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,good day fox fri number aug number fox wrote recently installed razor vnumber number started using finding necessary whitelist lot mailing list yahoogroups whitelist address person making post whitelist another field modify code wonder someone careful submission bad mailing list drop bad mail address become trollboxes time found excellent luck x header added avoid tripping procmail rule x news url cheer bill nynex iroquois moron well known linux kernel hacker william stearns wstearns pobox com mason buildkernel namednumberhosts ipfwadmnumberipchains url url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,fri aug number number number number numberpm number rose bobby wrote add compile would one way another would grep url word milter know sendmail ish way dnumber number output work string sendmail grep milter get long list function message looking phrase milter built get something like warning filter usage x requires milter support dmilter milter warning option requires milter support dmilter id milter c v number number number number number number number number number number zarzycki exp built randomly generated tagline anyone tell u lesson learned yes master single one u could defeat gain wisdom child frantics
1.0,bort paul pbort tmwsystems com wrote sendmail compiled milter support add smrazor easily using without problem others list mentioned well url easy way tell milter compiled julian bond email msm julian bond url webmaster url personal weblog url cv resume url number number number number number number number number number number url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,add compile would one way another would grep url word milter original message julian bond mailto julian bond url sent friday august number number number number pm razor user url subject razor user razor sendmail bort paul pbort tmwsystems com wrote sendmail compiled milter support add smrazor easily using without problem others list mentioned well url easy way tell milter compiled julian bond email msm julian bond url webmaster url personal weblog url cv resume url number number number number number number number number number number url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url url email sponsored osdn tired old cell phone get new free url razor user mailing list razor user url url
1.0,fri aug number number number number numberpm number sven willenberger wrote see option compiled version sendmail try following line echo z path sendmail bt dnumber give information sendmail dnumber number dev null include milter information actually dnumber part give info z give sendmail version test mode bt slightly different really randomly generated tagline warned typing fbkillall finame fp may desired effect non linux system especially done privileged user killall manual page
1.0,need store database password clearly first step store text outside web tree encrypt store encryption key elsewhere least attacker get two different thing also get full privilege create user account granted limited access however often better security critical create separate program database key noted make web program contact create limited protocol let operation need add specific operation later performance hit trading improved data isolation giorgio zoppi wrote fri aug number number david wheeler wrote standard way store password store password instead store salted hash password database get purported password salt compute hash determine unix done year want bigger hash salt old unix system still want prevent reading file foil password cracker info book url well cannot applied database password web apps use solution figure store clear outside web tree idea feasible ciao giorgio never forever deneb url homepage url david wheeler dwheeler url
1.0,begin pgp signed message hash shanumber hi wondering technique make cd key like unbreakable either giving cancelation date periodic renewal server using self mdnumber signature resulting executable know must easy whole software piracy problem would resolved must way make really hard break anyone hint issue thanks yannick gingras network programer esc wq begin pgp signature version gnupg vnumber number number gnu linux comment info see url idnumberdbqenumberbpyzuvnumbergnumberdnfo qraqbhakchtekxwdnumberzdmwf okakjxnnpknwacgtxznumber vnumberbbabuenumbervx uynumberfhnnumberifs uwqj end pgp signature
1.0,begin pgp signed message hash shanumber le number septembre number number number vous avez crit yannick want peruse fravia web site reverse engineering thing url specific page cover concern josh thanks input tip quite portable special attention take implementing shemes unix system thanks yannick gingras coder obb ostentatiously breathless brother law url begin pgp signature version gnupg vnumber number number gnu linux comment info see url idnumberdbqenumberdqnumberguvnumbergnumberdnfo qrapsxakcjdnumberfovvljetnumberxnumberextihruvtnumberkacenayd wdzlxjxjdmlfhnrnnumbercdnumberm numberclx end pgp signature
1.0,begin pgp signed message hash shanumber mean cd key like presume typo mean unbreakable typo unbreakable would mean one even previously authorised entity could use system without paying periodic subscription fee need far explicit problem wish solve constraint involved could online system work number offline poll frequently offsite server mass production cd maybe mass personalised l like sun jdk nothing fixed yet looking way software protected unauthorized utilisation use trusted hardware really worth really make secure look dvd yannick gingras coder obb obdurately buteonine bellwether url begin pgp signature version gnupg vnumber number number gnu linux comment info see url idnumberdbqenumberdrrnuvnumbergnumberdnfo qraknumbernakclahtmyrugpnumberko dejcvjnumbermqfjzacgwqvo wznumber cmuanumberhcmzvycdnumberxdnumberq vnumbergnumber end pgp signature
1.0,yannick gingras wrote wondering technique make cd key like unbreakable either giving cancelation date periodic renewal server using self mdnumber signature resulting executable know must easy whole software piracy problem would resolved must way make really hard break anyone hint issue mean cd key like presume typo mean unbreakable need far explicit problem wish solve constraint involved general point number conventional cd key system actual cd mass produced many identical cd entire system work offline cannot solve problem valid key traded e g included along bootleg copy product online element involved tie key specific hardware configuration done afaik window xp product activation number anything us symmetric cipher hash bound vulnerable reverse engineering validation routine within executable number ultimately software mechanism vulnerable cracking e modifying software disable circumvent validation check prevented use trusted hardware e g palladium style system significantly data must supplied form accessible hardware anyone get data meaningful e unencrypted form extract useful part discard rest e associated protection mechanism iow keep genie bottle time data got even requires use dedicated hardware bus analyser duplicated distributed without limit glynn clements glynn clements virgin net
1.0,yannick gingras wrote mean cd key like presume typo mean unbreakable typo unbreakable would mean one even previously authorised entity could use system without paying periodic subscription fee need far explicit problem wish solve constraint involved could online system work number offline poll frequently offsite server mass production cd maybe mass personalised l like sun jdk nothing fixed yet looking way software protected unauthorized utilisation use trusted hardware really worth answering requires fairly complete knowledge business model probability usually worth come difficult want make cracker job product requires occasional authentication simple copying work product cracked case issue whether actually going enter battle cracker make sure trivial lot come customer base teenage kid tend concerned cost le concerned virus trojan willing use warez fortune number corporation likely view matter differently really make secure yes software technique get far actually ultimately true hardware cracking hardware likely require resource labour almost anything reverse engineered may possible ensure uneconomical look dvd iirc cs cracked reverse engineering software player one developer forgot encrypt decryption key glynn clements glynn clements virgin net
1.0,use trusted hardware really worth answering requires fairly complete knowledge business model probability usually worth come difficult want make cracker job look dvd iirc cs cracked reverse engineering software player one developer forgot encrypt decryption key make wonder relative protection smart card internal procession unit around numbermhz consider trusted hardware ability ship smart card periodicaly uppon cashing monthly subscription fee would raise much cost renting system smart card self encryption used decrypt data needed system input system could mangled would keep reference long service sound really feasible may totaly wrong may also wrong safety smart card think yannick gingras coder obb oceangoing bared bonanza url
1.0,software vendor trying since forever prevent software piracy remember enter specific word specific page software manual printed dark maroon paper could photocopied work propritery encoding dvd work software required use registration key work window xp shipped supposedly revolutionary method stopping piracy happened long code cracked many keygens window xp someone running pirated version xp really going use window update installed service pack break o include change readme fat chance problem m one deal million identical copy cd propably million working key download unique small preparation delay key generator problem multiple key usable end user teenager face huge wall asking number time online think something like health care system keep track patient personnal information end user willing take every possible step protect system employee use illegaly agree mass production cd safe piracy near futur seen collateral mass market penetration btw thanks provided interestiong insight playing gdb dissassembler think typical cracker would use hint unix cracking tool thanks yannick gingras coder obb onside brainsick bract url
1.0,yannick gingras wrote use trusted hardware really worth really make secure look dvd dvd use trusted hardware whether worth depends entirely worth secure software cheer ben url url limit man far go mind get credit robert woodruff
1.0,errr pedantic anything called omit one testing oot literature iirc helpful case searching additional information say url instance david leblanc seattle wa usa
